idx,label,votes_negative,votes_neither,votes_neutral,votes_positive,FML_3_pred,FML_3_flagged,FML_3_sent,FML_3_result_mt,FME_pred,FME_flagged,FME_sent,FME_result_mt,FME_CL_flagged,FME_CL_sent,FME_CL_result_mt,BL_CL_pred,BL_CL_flagged,BL_CL_sent,BL_CL_result_mt
221368,1,1,,1,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223000,1,1,,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
221402,1,,,3,2,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
223007,1,3,,,2,1,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
221414,1,1,3,1,,0,TRUE,TRUE,NA: Neither,1,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,0,FALSE,FALSE,NA: Neither
223014,1,1,1,,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
221418,1,1,,2,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
223040,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
221436,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223050,1,,,4,1,1,TRUE,TRUE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
221454,1,2,,3,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
223081,1,1,,2,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
221465,1,1,,2,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
223099,1,3,,,2,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,TRUE,TRUE,Correctable
221468,1,,,,5,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
223139,1,,4,1,,1,FALSE,FALSE,NA: Neither,1,FALSE,FALSE,NA: Neither,FALSE,FALSE,NA: Neither,0,TRUE,TRUE,NA: Neither
221472,1,,,4,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
223180,1,,,,5,1,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
221473,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
223201,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
221488,1,2,,2,1,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
223243,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
221490,1,1,1,3,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
223261,1,,3,1,1,0,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither,TRUE,TRUE,NA: Neither,0,FALSE,FALSE,NA: Neither
221507,1,4,1,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable
223305,1,5,,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
221509,1,,1,1,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223324,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
221512,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223351,1,,,3,2,0,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
221518,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223382,1,,2,3,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
221519,1,,,1,4,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
223413,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
221524,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
223416,1,,,2,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
221530,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
223438,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
221531,1,1,3,1,,0,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,0,TRUE,TRUE,NA: Neither
221568,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219325,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218633,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218256,1,2,,1,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216306,1,,,,5,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
218999,1,4,1,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,TRUE,TRUE,Correctable
216310,1,1,,2,2,0,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
219641,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216314,1,,,2,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
218376,1,,2,2,1,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216373,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218778,1,,,2,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216374,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
219149,1,,,4,1,0,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
216410,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219439,1,,1,1,3,1,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216412,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218198,1,1,1,,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,FALSE,FALSE,Non-Error
216413,1,4,,1,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
218348,1,,,5,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216439,1,2,,1,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
218515,1,,,1,4,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216441,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218717,1,4,1,,,1,TRUE,TRUE,Correctable,1,FALSE,FALSE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
216464,1,,,2,3,1,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
218897,1,4,,1,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
216483,1,,,2,3,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219044,1,,1,2,2,0,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
216504,1,,2,2,1,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
219230,1,2,,2,1,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216514,1,,,,5,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,FALSE,FALSE,Non-Error
219382,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216546,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219481,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216552,1,1,,4,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
216301,1,1,,4,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216565,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218238,1,,,1,4,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216567,1,,,2,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218278,1,1,1,3,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216579,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218361,1,,,1,4,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216589,1,5,,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
218444,1,,,2,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,FALSE,FALSE,Non-Error
216598,1,5,,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
218550,1,,3,,2,0,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,0,TRUE,TRUE,NA: Neither
216604,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218692,1,4,,1,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
216609,1,,1,2,2,0,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
218756,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216620,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218880,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216624,1,,,,5,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
218937,1,2,,1,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,TRUE,TRUE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
216634,1,,,3,2,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
219018,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216646,1,2,,1,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,TRUE,TRUE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
219102,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216650,1,3,,2,,0,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
219211,1,,,5,,1,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216691,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219260,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216692,1,,,,5,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
219351,1,2,,2,1,1,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
216693,1,1,,1,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219397,1,,,4,1,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216705,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219463,1,1,,1,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216720,1,1,,3,1,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
219571,1,1,,,4,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216722,1,,,5,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
219712,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216729,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218172,1,1,,3,1,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216782,1,1,,4,,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
218217,1,,5,,,1,FALSE,FALSE,NA: Neither,1,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,0,FALSE,FALSE,NA: Neither
216788,1,,,2,3,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218244,1,1,,,4,1,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216790,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218263,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216801,1,2,3,,,0,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither
218317,1,1,,1,3,1,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216816,1,,1,2,2,0,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
218353,1,,,,5,1,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
216823,1,,,,5,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
218364,1,5,,,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable
216835,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218429,1,1,,1,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216836,1,,,4,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
218464,1,,1,4,,0,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
216840,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218536,1,,,,5,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
216841,1,2,,1,2,1,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
218627,1,2,,2,1,0,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216843,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218653,1,1,3,,1,0,TRUE,TRUE,NA: Neither,0,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,0,TRUE,TRUE,NA: Neither
216868,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
218707,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
216882,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218747,1,,2,1,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216914,1,1,,2,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
218772,1,1,1,,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error
216970,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable
218825,1,,1,2,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
216986,1,,1,4,,0,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
218889,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
217024,1,1,,1,3,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
218908,1,,1,2,2,1,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
217026,1,1,1,1,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
218979,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
217034,1,3,,1,1,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,TRUE,TRUE,Correctable
219008,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
217044,1,1,,1,3,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
219026,1,,,2,3,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
217052,1,2,1,,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement
219061,1,,,3,2,1,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
217070,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219126,1,,,2,3,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
217073,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
219155,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
217082,1,1,,,4,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,FALSE,FALSE,Non-Error
219222,1,2,,,3,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,0,FALSE,FALSE,Non-Error
